project_id,note_id,date,author,note_type,content,photos_attached,weather,temp_high,temp_low
PRJ-2021-243,1555852e,2021-08-19,J. Martinez,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: VFD reprogramming.,1,Clear,80,51
PRJ-2021-243,2dd30130,2021-08-20,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Completed piping pressure test - passed.,3,Rain,92,66
PRJ-2021-243,178d341e,2021-08-23,J. Martinez,Issue Log,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 10 workers on site. Focus today: ductwork installation Floor 3. Behind schedule due to material delay.",1,Clear,63,55
PRJ-2021-243,b4d8c2cb,2021-08-31,J. Martinez,Daily Report,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: sensor calibration.,4,Cold,92,65
PRJ-2021-243,549dad89,2021-09-01,M. Chen,Coordination Note,Working in mechanical room - 94% complete this zone. Remaining: final connections.,3,Clear,68,69
PRJ-2021-243,26e799a1,2021-09-02,K. Thompson,Safety Log,Received delivery of VAV boxes - 44 units. Matched PO. Staged at floor 3 staging.,2,Clear,76,66
PRJ-2021-243,677c0d8b,2021-09-03,K. Thompson,Issue Log,Access issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: schedule neutral.,3,Cloudy,61,45
PRJ-2021-243,ed453efb,2021-09-06,K. Thompson,Issue Log,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: sheave change AHU.,3,Hot,79,70
PRJ-2021-243,f222ece0,2021-09-08,J. Martinez,Issue Log,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Completed piping pressure test - passed.,1,Cold,86,65
PRJ-2021-243,f4661e18,2021-09-09,K. Thompson,Daily Report,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,5,Rain,66,70
PRJ-2021-243,3b57f07d,2021-09-10,R. Williams,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 9.",4,Cloudy,75,64
PRJ-2021-243,18011f57,2021-09-13,J. Martinez,Inspection Note,Equipment startup for AHU-2. Successful - all parameters normal. Punch list items: 3 minor items.,2,Cold,65,74
PRJ-2021-243,8285f2f0,2021-09-14,J. Martinez,Coordination Note,Received delivery of insulation - 49 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,0,Cloudy,100,40
PRJ-2021-243,cee35285,2021-09-16,R. Williams,Daily Report,Installed 79 LF of duct on floor 1. Passed QC inspection. Inspections needed: rough-in Friday.,5,Clear,55,35
PRJ-2021-243,81269b67,2021-09-20,K. Thompson,Safety Log,Access issue encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: none.,5,Cold,64,75
PRJ-2021-243,5ba84355,2021-09-23,R. Williams,Daily Report,Working in mechanical room - 68% complete this zone. Remaining: final connections.,1,Cloudy,97,68
PRJ-2021-243,c0ba9362,2021-09-24,J. Martinez,Daily Report,Working in mechanical room - 69% complete this zone. Remaining: final connections.,1,Rain,93,53
PRJ-2021-243,11e84d02,2021-09-27,M. Chen,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 3.",3,Rain,64,55
PRJ-2021-243,32477db1,2021-09-28,K. Thompson,Daily Report,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: damper actuator adjustment.,2,Cold,85,67
PRJ-2021-243,c5c20e5e,2021-10-04,M. Chen,Safety Log,Working in mechanical room - 85% complete this zone. Remaining: final connections.,5,Hot,90,44
PRJ-2021-243,932889b3,2021-10-06,M. Chen,Safety Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,1,Cold,92,67
PRJ-2021-243,255ad68f,2021-10-07,J. Martinez,Coordination Note,Received delivery of VAV boxes - 172 units. Matched PO. Staged at loading dock.,0,Hot,84,40
PRJ-2021-243,f8b7cfdf,2021-10-08,K. Thompson,Coordination Note,"Crew arrived 0600. Weather: Clear, 72°F. 16 workers on site. Focus today: ductwork installation Floor 3. Good progress.",1,Clear,97,38
PRJ-2021-243,c2464307,2021-10-11,M. Chen,Coordination Note,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 5 workers on site. Focus today: piping rough-in mechanical room. Inspection passed.",5,Rain,100,42
PRJ-2021-243,d7bd9aab,2021-10-12,R. Williams,Issue Log,Installed 163 pipe hangers on floor 1. Passed QC inspection. Inspections needed: none.,5,Cloudy,72,38
PRJ-2021-243,69fbbdec,2021-10-15,R. Williams,Coordination Note,Received delivery of copper piping - 179 units. Matched PO. Staged at mechanical room.,2,Rain,82,54
PRJ-2021-243,3f8dc662,2021-10-18,K. Thompson,Coordination Note,Received delivery of insulation - 142 units. Matched PO. Staged at mechanical room.,3,Rain,72,52
PRJ-2021-243,cad6b216,2021-10-19,R. Williams,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: on track. RFIs pending: 3.",2,Cold,77,70
PRJ-2021-243,cf44df3f,2021-10-22,R. Williams,Coordination Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: critical - recovery plan in place. RFIs pending: 2.",2,Rain,71,46
PRJ-2021-243,917266e2,2021-10-25,M. Chen,Inspection Note,Installed 68 VAV boxes on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,1,Cold,65,58
PRJ-2021-243,1dfa180c,2021-10-26,R. Williams,Coordination Note,Coordination conflict encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: none.,1,Cold,74,60
PRJ-2021-243,03213ad2,2021-10-27,J. Martinez,Inspection Note,Equipment startup for Boiler. Successful - all parameters normal. Punch list items: sensor calibration.,1,Hot,95,73
PRJ-2021-243,75f0771d,2021-10-28,M. Chen,Inspection Note,Equipment startup for Chiller. Delayed - controls not ready. Punch list items: sensor calibration.,5,Cloudy,67,38
PRJ-2021-243,914cfe5f,2021-10-29,J. Martinez,Coordination Note,Working in Zone 3 - 46% complete this zone. Remaining: final connections.,3,Hot,91,40
PRJ-2021-243,1f6643a3,2021-11-01,M. Chen,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: sheave change AHU.,1,Cloudy,57,36
PRJ-2021-243,349d2ffa,2021-11-03,M. Chen,Issue Log,Working in penthouse - 53% complete this zone. Remaining: diffusers and connections.,2,Rain,58,40
PRJ-2021-243,c5d69e07,2021-11-04,J. Martinez,Coordination Note,"Crew arrived 0600. Weather: Cold, 35°F. 16 workers on site. Focus today: startup AHU-2. Coordination issues with electrical - resolved on site.",3,Cloudy,87,66
PRJ-2021-243,8032bb3b,2021-11-05,R. Williams,Coordination Note,Equipment startup for RTU-1. Minor vibration issue - balancing tomorrow. Punch list items: none.,2,Hot,98,39
PRJ-2021-243,f75f2f91,2021-11-08,R. Williams,Inspection Note,Material issue encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: 1 day delay.,1,Cold,79,66
PRJ-2021-243,335de563,2021-11-09,M. Chen,Inspection Note,Installed 43 LF of duct on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,0,Hot,64,67
PRJ-2021-243,dbcec93c,2021-11-11,M. Chen,Coordination Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: 3 days behind. RFIs pending: 4.",5,Clear,69,58
PRJ-2021-243,5f76ce3f,2021-11-15,M. Chen,Safety Log,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 10 workers on site. Focus today: startup AHU-2. Good progress.",3,Hot,83,73
PRJ-2021-243,b517a566,2021-11-16,K. Thompson,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 8.",2,Rain,97,36
PRJ-2021-243,31d068d4,2021-11-17,K. Thompson,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 6.",5,Clear,57,57
PRJ-2021-243,150b37d2,2021-11-19,K. Thompson,Coordination Note,Equipment startup for FCU bank west. Successful - all parameters normal. Punch list items: sensor calibration.,1,Clear,59,43
PRJ-2021-243,0c274aea,2021-11-22,M. Chen,Daily Report,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,5,Hot,55,64
PRJ-2021-243,27ebc6c4,2021-11-24,M. Chen,Coordination Note,Material issue encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: schedule neutral.,0,Hot,73,50
PRJ-2021-243,cc52060f,2021-11-26,J. Martinez,Inspection Note,Material issue encountered: wrong size fittings delivered. Resolution: Workaround implemented. Impact: cost impact TBD.,5,Clear,58,54
PRJ-2021-243,37c3b125,2021-11-29,R. Williams,Coordination Note,Working in Zone 3 - 61% complete this zone. Remaining: diffusers and connections.,1,Rain,58,37
PRJ-2021-243,a1548882,2021-12-02,R. Williams,Safety Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,2,Rain,95,52
PRJ-2021-243,c54d32d6,2021-12-03,M. Chen,Safety Log,Received delivery of VAV boxes - 159 units. Short 2 boxes - claim filed. Staged at loading dock.,5,Cloudy,99,35
PRJ-2021-243,5b2369ff,2021-12-06,J. Martinez,Coordination Note,Design discrepancy encountered: field conditions don't match drawings. Resolution: Workaround implemented. Impact: cost impact TBD.,4,Cold,74,56
PRJ-2021-243,06ac5354,2021-12-07,R. Williams,Coordination Note,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: sensor calibration.,5,Cloudy,58,70
PRJ-2021-243,a94da36a,2021-12-08,K. Thompson,Daily Report,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: ahead 2 days. RFIs pending: 12.",5,Hot,84,40
PRJ-2021-243,104c7c18,2021-12-09,J. Martinez,Issue Log,Working in Zone 3 - 69% complete this zone. Remaining: insulation and startup.,3,Clear,96,58
PRJ-2021-243,62b78ab4,2021-12-10,M. Chen,Inspection Note,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,0,Cold,62,56
PRJ-2021-243,06c36bfe,2021-12-15,K. Thompson,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 2.",4,Hot,76,40
PRJ-2021-243,6900ff43,2021-12-16,M. Chen,Daily Report,Working in penthouse - 47% complete this zone. Remaining: insulation and startup.,5,Clear,90,67
PRJ-2021-243,8c646492,2021-12-21,J. Martinez,Coordination Note,Received delivery of VAV boxes - 25 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,2,Clear,81,69
PRJ-2021-243,afc24f33,2021-12-22,J. Martinez,Daily Report,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,0,Hot,77,49
PRJ-2021-243,d35be107,2021-12-23,R. Williams,Issue Log,Crew arrived 0700. Weather: Rain - indoor work only. 12 workers on site. Focus today: TAB work zones 1-4. Waiting on RFI response to proceed.,0,Hot,100,35
PRJ-2021-243,79f44d08,2021-12-24,J. Martinez,Coordination Note,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,3,Rain,91,55
PRJ-2021-243,bd03289b,2021-12-28,M. Chen,Coordination Note,TAB contractor on site - balancing FCU loop. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,4,Clear,56,36
PRJ-2021-243,c4904ab6,2021-12-29,K. Thompson,Inspection Note,Received delivery of insulation - 81 units. Short 2 boxes - claim filed. Staged at mechanical room.,2,Rain,65,70
PRJ-2021-243,0ae1f7ae,2021-12-30,R. Williams,Issue Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Completed piping pressure test - passed.,3,Rain,71,38
PRJ-2021-243,45a5a68a,2022-01-03,M. Chen,Inspection Note,Received delivery of sheet metal - 186 units. Matched PO. Staged at laydown area A.,4,Hot,83,42
PRJ-2021-243,0c775085,2022-01-04,R. Williams,Inspection Note,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,0,Clear,65,42
PRJ-2021-243,b0ca8cf4,2022-01-05,R. Williams,Issue Log,"Crew arrived 0630. Weather: Clear, 72°F. 9 workers on site. Focus today: hanging VAV boxes wing B. Good progress.",2,Cloudy,64,38
PRJ-2021-243,7d3364d7,2022-01-06,M. Chen,Daily Report,Installed 72 diffusers on floor 1. Rework required grid C-4. Inspections needed: none.,4,Hot,68,66
PRJ-2021-243,14b36961,2022-01-10,K. Thompson,Inspection Note,Working in penthouse - 61% complete this zone. Remaining: final connections.,0,Clear,58,45
PRJ-2021-243,006df869,2022-01-11,J. Martinez,Inspection Note,Working in basement - 93% complete this zone. Remaining: controls terminations.,0,Rain,65,49
PRJ-2021-243,d17f7182,2022-01-12,M. Chen,Inspection Note,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,1,Rain,56,63
PRJ-2021-243,73fd7be9,2022-01-13,K. Thompson,Daily Report,"Crew arrived 0600. Weather: Cold, 35°F. 9 workers on site. Focus today: equipment rigging. Waiting on RFI response to proceed.",2,Cloudy,55,52
PRJ-2021-243,74cdd61c,2022-01-17,J. Martinez,Inspection Note,Working in penthouse - 59% complete this zone. Remaining: diffusers and connections.,0,Cloudy,66,54
PRJ-2021-243,be78e6af,2022-01-18,J. Martinez,Coordination Note,Installed 56 diffusers on floor 2. Passed QC inspection. Inspections needed: rough-in Friday.,4,Hot,93,73
PRJ-2021-243,d6baba64,2022-01-20,M. Chen,Coordination Note,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,5,Cloudy,62,36
PRJ-2021-243,7d9f2c19,2022-01-21,K. Thompson,Inspection Note,Installed 128 pipe hangers on floor 2. Passed QC inspection. Inspections needed: none.,2,Rain,99,68
PRJ-2021-243,f13a4935,2022-01-26,R. Williams,Safety Log,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Continued ductwork installation per plan.,4,Clear,55,43
PRJ-2021-243,0960b637,2022-01-27,R. Williams,Inspection Note,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,2,Cloudy,61,60
PRJ-2021-243,1bfcd4a2,2022-01-28,J. Martinez,Coordination Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Completed piping pressure test - passed.,2,Rain,55,58
PRJ-2021-243,becbfece,2022-02-02,R. Williams,Coordination Note,Working in basement - 85% complete this zone. Remaining: controls terminations.,2,Rain,56,60
PRJ-2021-243,ab5928ec,2022-02-03,R. Williams,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 8.",5,Clear,81,61
PRJ-2021-243,2f6dc483,2022-02-04,J. Martinez,Issue Log,Met with drywall foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,1,Cloudy,63,73
PRJ-2021-243,103b7787,2022-02-08,K. Thompson,Safety Log,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: sensor calibration.,5,Clear,57,71
PRJ-2021-243,acebaaf3,2022-02-09,R. Williams,Inspection Note,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: none.,5,Cold,91,72
PRJ-2021-243,3e32700c,2022-02-10,M. Chen,Safety Log,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Continued ductwork installation per plan.,0,Cold,99,59
PRJ-2021-243,c1bd280d,2022-02-14,K. Thompson,Inspection Note,TAB contractor on site - balancing FCU loop. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,3,Hot,89,43
PRJ-2021-243,7f3cff22,2022-02-18,K. Thompson,Issue Log,"Crew arrived 0600. Weather: Hot, 95°F - heat protocol. 4 workers on site. Focus today: controls wiring. Ahead of plan.",4,Rain,87,67
PRJ-2021-243,779eaa35,2022-02-21,K. Thompson,Daily Report,Received delivery of copper piping - 31 units. Matched PO. Staged at floor 3 staging.,1,Cold,61,51
PRJ-2021-243,952e0a3c,2022-02-22,K. Thompson,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: damper repositioning.,1,Rain,56,41
PRJ-2021-243,f5e8af63,2022-02-23,M. Chen,Coordination Note,Working in Zone 3 - 57% complete this zone. Remaining: controls terminations.,1,Clear,88,37
PRJ-2021-243,f446b0c6,2022-02-24,K. Thompson,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,3,Cold,100,45
PRJ-2021-243,8b3a42a5,2022-02-25,R. Williams,Coordination Note,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: sensor calibration.,1,Cloudy,85,40
PRJ-2021-243,9788298c,2022-02-28,R. Williams,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 4.",2,Clear,73,65
PRJ-2021-243,1efe3254,2022-03-01,R. Williams,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: 3 days behind. RFIs pending: 7.",5,Cold,72,74
PRJ-2021-243,c6f1a207,2022-03-04,J. Martinez,Inspection Note,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: FP to adjust sprinkler head locations,2,Clear,100,75
PRJ-2021-243,94ee1943,2022-03-07,R. Williams,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: sheave change AHU.,4,Cold,80,62
PRJ-2021-243,521f12b3,2022-03-09,R. Williams,Safety Log,Working in mechanical room - 68% complete this zone. Remaining: final connections.,1,Hot,96,49
PRJ-2021-243,b256f4de,2022-03-10,J. Martinez,Inspection Note,Working in basement - 46% complete this zone. Remaining: diffusers and connections.,2,Rain,83,62
PRJ-2021-243,ee5bdba5,2022-03-11,K. Thompson,Inspection Note,Received delivery of RTU - 186 units. Matched PO. Staged at mechanical room.,3,Hot,87,50
PRJ-2021-243,a77382f2,2022-03-14,M. Chen,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 2.",0,Rain,63,50
PRJ-2021-243,714b1bd1,2022-03-15,M. Chen,Inspection Note,Equipment startup for Chiller. Successful - all parameters normal. Punch list items: none.,5,Hot,96,47
PRJ-2021-243,6f6dfe79,2022-03-16,K. Thompson,Daily Report,"Crew arrived 0700. Weather: Cold, 35°F. 9 workers on site. Focus today: ductwork installation Floor 3. Ahead of plan.",0,Cloudy,79,37
PRJ-2021-243,661ccf9d,2022-03-17,J. Martinez,Inspection Note,Coordination conflict encountered: wrong size fittings delivered. Resolution: Workaround implemented. Impact: schedule neutral.,4,Cloudy,67,72
PRJ-2021-243,97cef730,2022-03-21,K. Thompson,Inspection Note,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: cost impact TBD.,4,Cloudy,78,42
PRJ-2021-243,cb731a90,2022-03-22,R. Williams,Coordination Note,Working in basement - 68% complete this zone. Remaining: diffusers and connections.,1,Hot,61,46
PRJ-2021-243,1c352e7a,2022-03-23,K. Thompson,Inspection Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 2.",0,Cold,72,72
PRJ-2021-243,cc1db971,2022-03-24,M. Chen,Issue Log,Working in penthouse - 66% complete this zone. Remaining: controls terminations.,3,Hot,90,36
PRJ-2021-243,f7e53cd8,2022-03-25,J. Martinez,Safety Log,Working in mechanical room - 82% complete this zone. Remaining: insulation and startup.,5,Hot,87,64
PRJ-2021-243,b4a52060,2022-03-28,K. Thompson,Inspection Note,Installed 151 VAV boxes on floor 1. Rework required grid C-4. Inspections needed: none.,4,Hot,86,67
PRJ-2021-243,fa6fda1e,2022-03-29,K. Thompson,Issue Log,Material issue encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: 1 day delay.,0,Rain,71,54
PRJ-2021-243,158423a8,2022-03-30,M. Chen,Safety Log,TAB contractor on site - balancing FCU loop. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,3,Clear,76,42
PRJ-2021-243,138b2dad,2022-03-31,M. Chen,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,5,Cloudy,73,68
PRJ-2021-243,dca2fa4f,2022-04-01,J. Martinez,Daily Report,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: ahead 2 days. RFIs pending: 8.",5,Cloudy,61,52
PRJ-2021-243,d7e22e18,2022-04-04,K. Thompson,Issue Log,Installed 59 diffusers on floor 1. Minor punch items noted. Inspections needed: pressure test Monday.,3,Cloudy,76,38
PRJ-2021-243,0fbfc2dd,2022-04-05,R. Williams,Issue Log,"Crew arrived 0630. Weather: Clear, 72°F. 8 workers on site. Focus today: piping rough-in mechanical room. Inspection passed.",1,Cloudy,55,67
PRJ-2021-243,73b93c19,2022-04-06,M. Chen,Daily Report,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 13.",4,Clear,72,41
PRJ-2021-243,d72203d4,2022-04-07,R. Williams,Coordination Note,Equipment startup for FCU bank west. Successful - all parameters normal. Punch list items: damper actuator adjustment.,2,Cloudy,60,69
PRJ-2021-243,8286bbf6,2022-04-08,M. Chen,Safety Log,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: none.,5,Clear,99,64
PRJ-2021-243,d23af8f2,2022-04-12,M. Chen,Daily Report,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,1,Rain,79,75
PRJ-2021-243,9befefb2,2022-04-13,R. Williams,Safety Log,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,4,Hot,87,38
PRJ-2021-243,a3b55919,2022-04-14,J. Martinez,Daily Report,Received delivery of RTU - 143 units. Matched PO. Staged at floor 3 staging.,0,Cloudy,93,47
PRJ-2021-243,8eb6fb5f,2022-04-18,M. Chen,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 2.",4,Hot,84,38
PRJ-2021-243,7eff2271,2022-04-19,J. Martinez,Coordination Note,Received delivery of RTU - 66 units. All accounted for. Staged at mechanical room.,3,Clear,91,75
PRJ-2021-243,e5d8c57a,2022-04-21,J. Martinez,Inspection Note,Installed 183 LF of duct on floor 1. Minor punch items noted. Inspections needed: none.,4,Rain,94,54
PRJ-2021-243,043d8b78,2022-04-22,M. Chen,Daily Report,"Safety meeting held at start of shift - topic: fall protection. All PPE verified. Set 3 VAV boxes, awaiting controls.",3,Clear,74,44
PRJ-2021-243,b7f12133,2022-04-25,J. Martinez,Coordination Note,Received delivery of insulation - 145 units. Matched PO. Staged at mechanical room.,0,Clear,60,35
PRJ-2021-243,a938a30a,2022-04-26,M. Chen,Coordination Note,Installed 49 VAV boxes on floor 2. Passed QC inspection. Inspections needed: pressure test Monday.,2,Clear,73,54
PRJ-2021-243,84ac7a6e,2022-04-27,R. Williams,Issue Log,"Crew arrived 0700. Weather: Cold, 35°F. 16 workers on site. Focus today: startup AHU-2. Coordination issues with electrical - resolved on site.",3,Cloudy,66,67
PRJ-2021-243,62e70abd,2022-04-29,R. Williams,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 14.",4,Cloudy,90,75
PRJ-2021-243,7735238e,2022-05-02,K. Thompson,Inspection Note,"Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Rain,87,55
PRJ-2021-243,baa45ffd,2022-05-03,K. Thompson,Inspection Note,Working in mechanical room - 42% complete this zone. Remaining: controls terminations.,1,Cold,80,58
PRJ-2021-243,f014d380,2022-05-04,M. Chen,Daily Report,Installed 31 VAV boxes on floor 2. Passed QC inspection. Inspections needed: rough-in Friday.,5,Clear,99,64
PRJ-2021-243,94de5c5c,2022-05-05,M. Chen,Coordination Note,Equipment startup for Chiller. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,3,Hot,92,63
PRJ-2021-243,c91814c4,2022-05-06,R. Williams,Safety Log,Installed 169 pipe hangers on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,4,Hot,89,48
PRJ-2021-243,004dd46a,2022-05-09,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Continued ductwork installation per plan.,3,Clear,83,62
PRJ-2021-243,5901825d,2022-05-10,K. Thompson,Daily Report,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,2,Clear,88,48
PRJ-2021-243,55c17052,2022-05-11,K. Thompson,Coordination Note,Received delivery of copper piping - 50 units. Matched PO. Staged at loading dock.,4,Rain,93,43
PRJ-2021-243,355da7fd,2022-05-12,M. Chen,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 3.",2,Clear,89,52
PRJ-2021-243,41cc66f6,2022-05-13,R. Williams,Daily Report,"Crew arrived 0600. Weather: Hot, 95°F - heat protocol. 15 workers on site. Focus today: insulation west side. Inspection passed.",5,Clear,89,73
PRJ-2021-243,a87aeff0,2022-05-16,J. Martinez,Inspection Note,Installed 62 pipe hangers on floor 2. Passed QC inspection. Inspections needed: pressure test Monday.,5,Cold,73,47
PRJ-2021-243,2afdeb8c,2022-05-17,R. Williams,Issue Log,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Awaiting engineer response. Impact: cost impact TBD.,2,Cold,92,50
PRJ-2021-243,2c5901c2,2022-05-18,M. Chen,Daily Report,Access issue encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: none.,2,Cold,97,67
PRJ-2021-243,6023b929,2022-05-20,M. Chen,Coordination Note,"Crew arrived 0630. Weather: Cold, 35°F. 4 workers on site. Focus today: startup AHU-2. Good progress.",2,Cold,90,61
PRJ-2021-243,8a43fbf5,2022-05-23,J. Martinez,Safety Log,Received delivery of VAV boxes - 183 units. All accounted for. Staged at floor 3 staging.,2,Cold,92,49
PRJ-2021-243,cc08692b,2022-05-24,K. Thompson,Coordination Note,Coordination conflict encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: cost impact TBD.,1,Hot,94,63
PRJ-2021-243,0f67a9f0,2022-05-25,K. Thompson,Coordination Note,Equipment startup for RTU-1. Successful - all parameters normal. Punch list items: damper actuator adjustment.,4,Cloudy,87,65
PRJ-2021-243,401de04b,2022-05-26,M. Chen,Issue Log,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,4,Clear,99,57
PRJ-2021-243,45931316,2022-05-27,J. Martinez,Issue Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: critical - recovery plan in place. RFIs pending: 6.",1,Clear,100,36
PRJ-2021-243,9460216f,2022-05-30,K. Thompson,Daily Report,Design discrepancy encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: schedule neutral.,0,Cloudy,91,37
PRJ-2021-243,a045e912,2022-05-31,K. Thompson,Coordination Note,Installed 27 pipe hangers on floor 2. Minor punch items noted. Inspections needed: rough-in Friday.,5,Hot,67,66
PRJ-2021-243,0d03fdae,2022-06-02,J. Martinez,Issue Log,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,4,Clear,58,47
PRJ-2021-243,10dfa2fa,2022-06-03,K. Thompson,Daily Report,Received delivery of RTU - 94 units. Short 2 boxes - claim filed. Staged at loading dock.,3,Cloudy,94,42
